accuracy,complete,d,elapsed_seconds,eval_loss,exact_accuracy,family,last_value_accuracy,load,majority_value_accuracy,parameters,query_blind_oracle_accuracy,seed,sequence_length,stage,steps,task,test_sha256,trainable_parameters,validation_sha256,width
0.057861328125,True,3,31.934761939104646,2.777075618505478,0.0,mamba2,0.122314453125,16,0.12890625,42768,,123,256,tiny,200,state,fe1f75d3b7d8423f6ca04558c88b312f823e4830c5213ddfa25c15ffaca18f60,40720,bdcfe2043853b435e3049d0be57c22808caaeefe498d49403ebca64abea550eb,32
0.059814453125,True,1,24.231534199789166,2.7778705805540085,0.0,gdn,0.084228515625,64,0.091796875,20200,,123,448,tiny,200,state,54776c1cc00141b51940fbaf45385be3860a5e12bd43737172fc451d2c39f8e1,20200,13c360b103e64e0e24206c077800100a2b1a0e7a543faa533e191f3b33198214,32
0.06201171875,True,3,12.409767662640661,2.777568817138672,0.0,gdn,0.084228515625,64,0.091796875,31328,,123,448,tiny,200,state,54776c1cc00141b51940fbaf45385be3860a5e12bd43737172fc451d2c39f8e1,30304,13c360b103e64e0e24206c077800100a2b1a0e7a543faa533e191f3b33198214,32
0.060546875,True,1,19.126339773181826,2.776594139635563,0.0,mamba2,0.084228515625,64,0.091796875,24856,,123,448,tiny,200,state,54776c1cc00141b51940fbaf45385be3860a5e12bd43737172fc451d2c39f8e1,24856,13c360b103e64e0e24206c077800100a2b1a0e7a543faa533e191f3b33198214,32
0.0615234375,True,3,25.167645583860576,2.7764904126524925,0.0,mamba2,0.084228515625,64,0.091796875,42768,,123,448,tiny,200,state,54776c1cc00141b51940fbaf45385be3860a5e12bd43737172fc451d2c39f8e1,40720,13c360b103e64e0e24206c077800100a2b1a0e7a543faa533e191f3b33198214,32
0.0673828125,True,1,3.6528544451575726,2.7930970564484596,0.0673828125,gdn,0.091796875,32,0.1552734375,28392,,123,256,tiny,200,variable,ea987d25c93f6a1badae9e89f6a436582c022fb18967b946ebba6f8482da9fd0,28392,0bc0223aa0dcc9b56c820e8a3f76a2cfae826c14f8aec35f8486c7d1c3831eed,32
0.0615234375,True,3,9.633111316012219,2.799210950732231,0.0615234375,gdn,0.091796875,32,0.1552734375,39520,,123,256,tiny,200,variable,ea987d25c93f6a1badae9e89f6a436582c022fb18967b946ebba6f8482da9fd0,38496,0bc0223aa0dcc9b56c820e8a3f76a2cfae826c14f8aec35f8486c7d1c3831eed,32
0.05078125,True,1,2.6831286449451,2.7838837951421738,0.05078125,mamba2,0.091796875,32,0.1552734375,33048,,123,256,tiny,200,variable,ea987d25c93f6a1badae9e89f6a436582c022fb18967b946ebba6f8482da9fd0,33048,0bc0223aa0dcc9b56c820e8a3f76a2cfae826c14f8aec35f8486c7d1c3831eed,32
0.05078125,True,3,6.980725718894973,2.784164324402809,0.05078125,mamba2,0.091796875,32,0.1552734375,50960,,123,256,tiny,200,variable,ea987d25c93f6a1badae9e89f6a436582c022fb18967b946ebba6f8482da9fd0,48912,0bc0223aa0dcc9b56c820e8a3f76a2cfae826c14f8aec35f8486c7d1c3831eed,32
0.0693359375,True,1,4.196087951073423,2.78704883903265,0.0693359375,gdn,0.1787109375,8,0.255859375,28392,,123,256,tiny,200,variable,8248337c345a7d9d93e3345e332033a7b20c7bdfa26497007c8f087d6889a3a3,28392,9e5934a70fe890a96a8cc29fdd098448955056822a9f59ad7cd19582d73b873d,32
0.064453125,True,3,9.700584433041513,2.8037751242518425,0.064453125,gdn,0.1787109375,8,0.255859375,39520,,123,256,tiny,200,variable,8248337c345a7d9d93e3345e332033a7b20c7bdfa26497007c8f087d6889a3a3,38496,9e5934a70fe890a96a8cc29fdd098448955056822a9f59ad7cd19582d73b873d,32
0.05078125,True,1,27.028744735056534,2.7834593653678894,0.05078125,mamba2,0.1787109375,8,0.255859375,33048,,123,256,tiny,200,variable,8248337c345a7d9d93e3345e332033a7b20c7bdfa26497007c8f087d6889a3a3,33048,9e5934a70fe890a96a8cc29fdd098448955056822a9f59ad7cd19582d73b873d,32
0.0556640625,True,3,7.4896933699492365,2.7839085161685944,0.0556640625,mamba2,0.1787109375,8,0.255859375,50960,,123,256,tiny,200,variable,8248337c345a7d9d93e3345e332033a7b20c7bdfa26497007c8f087d6889a3a3,48912,9e5934a70fe890a96a8cc29fdd098448955056822a9f59ad7cd19582d73b873d,32
0.05517578125,True,1,18.114900669083,2.775623418390751,0.0,gdn,0.122314453125,16,0.12890625,20200,,123,256,tiny1000,1000,state,fe1f75d3b7d8423f6ca04558c88b312f823e4830c5213ddfa25c15ffaca18f60,20200,bdcfe2043853b435e3049d0be57c22808caaeefe498d49403ebca64abea550eb,32
0.057373046875,True,3,44.911830238066614,2.776186987757683,0.0,gdn,0.122314453125,16,0.12890625,31328,,123,256,tiny1000,1000,state,fe1f75d3b7d8423f6ca04558c88b312f823e4830c5213ddfa25c15ffaca18f60,30304,bdcfe2043853b435e3049d0be57c22808caaeefe498d49403ebca64abea550eb,32
0.055908203125,True,1,33.54702586028725,2.774848483502865,0.0,mamba2,0.122314453125,16,0.12890625,24856,,123,256,tiny1000,1000,state,fe1f75d3b7d8423f6ca04558c88b312f823e4830c5213ddfa25c15ffaca18f60,24856,bdcfe2043853b435e3049d0be57c22808caaeefe498d49403ebca64abea550eb,32
0.056884765625,True,3,33.63133771158755,2.7748950719833374,0.0,mamba2,0.122314453125,16,0.12890625,42768,,123,256,tiny1000,1000,state,fe1f75d3b7d8423f6ca04558c88b312f823e4830c5213ddfa25c15ffaca18f60,40720,bdcfe2043853b435e3049d0be57c22808caaeefe498d49403ebca64abea550eb,32
0.0673828125,True,1,18.38059197552502,2.775646820664406,0.0,gdn,0.084228515625,64,0.091796875,20200,,123,448,tiny1000,1000,state,54776c1cc00141b51940fbaf45385be3860a5e12bd43737172fc451d2c39f8e1,20200,13c360b103e64e0e24206c077800100a2b1a0e7a543faa533e191f3b33198214,32
0.0673828125,True,3,45.40489550307393,2.7756781056523323,0.0,gdn,0.084228515625,64,0.091796875,31328,,123,448,tiny1000,1000,state,54776c1cc00141b51940fbaf45385be3860a5e12bd43737172fc451d2c39f8e1,30304,13c360b103e64e0e24206c077800100a2b1a0e7a543faa533e191f3b33198214,32
0.0673828125,True,1,13.67223141528666,2.774881422519684,0.0,mamba2,0.084228515625,64,0.091796875,24856,,123,448,tiny1000,1000,state,54776c1cc00141b51940fbaf45385be3860a5e12bd43737172fc451d2c39f8e1,24856,13c360b103e64e0e24206c077800100a2b1a0e7a543faa533e191f3b33198214,32
0.0673828125,True,3,33.53604618180543,2.7748153805732727,0.0,mamba2,0.084228515625,64,0.091796875,42768,,123,448,tiny1000,1000,state,54776c1cc00141b51940fbaf45385be3860a5e12bd43737172fc451d2c39f8e1,40720,13c360b103e64e0e24206c077800100a2b1a0e7a543faa533e191f3b33198214,32
0.0595703125,True,1,17.42279313300969,2.780079983174801,0.0595703125,gdn,0.091796875,32,0.1552734375,28392,,123,256,tiny1000,1000,variable,ea987d25c93f6a1badae9e89f6a436582c022fb18967b946ebba6f8482da9fd0,28392,0bc0223aa0dcc9b56c820e8a3f76a2cfae826c14f8aec35f8486c7d1c3831eed,32
0.0537109375,True,3,45.757418475986924,2.780974045395851,0.0537109375,gdn,0.091796875,32,0.1552734375,39520,,123,256,tiny1000,1000,variable,ea987d25c93f6a1badae9e89f6a436582c022fb18967b946ebba6f8482da9fd0,38496,0bc0223aa0dcc9b56c820e8a3f76a2cfae826c14f8aec35f8486c7d1c3831eed,32
0.06640625,True,1,12.717672812985256,2.7768494710326195,0.06640625,mamba2,0.091796875,32,0.1552734375,33048,,123,256,tiny1000,1000,variable,ea987d25c93f6a1badae9e89f6a436582c022fb18967b946ebba6f8482da9fd0,33048,0bc0223aa0dcc9b56c820e8a3f76a2cfae826c14f8aec35f8486c7d1c3831eed,32
0.0625,True,3,33.60293528495822,2.776956222951412,0.0625,mamba2,0.091796875,32,0.1552734375,50960,,123,256,tiny1000,1000,variable,ea987d25c93f6a1badae9e89f6a436582c022fb18967b946ebba6f8482da9fd0,48912,0bc0223aa0dcc9b56c820e8a3f76a2cfae826c14f8aec35f8486c7d1c3831eed,32
0.0712890625,True,1,19.134018627984915,2.7754720896482468,0.0712890625,gdn,0.1787109375,8,0.255859375,28392,,123,256,tiny1000,1000,variable,8248337c345a7d9d93e3345e332033a7b20c7bdfa26497007c8f087d6889a3a3,28392,9e5934a70fe890a96a8cc29fdd098448955056822a9f59ad7cd19582d73b873d,32
0.064453125,True,3,46.75648478703806,2.775863856077194,0.064453125,gdn,0.1787109375,8,0.255859375,39520,,123,256,tiny1000,1000,variable,8248337c345a7d9d93e3345e332033a7b20c7bdfa26497007c8f087d6889a3a3,38496,9e5934a70fe890a96a8cc29fdd098448955056822a9f59ad7cd19582d73b873d,32
0.0712890625,True,1,36.598746990959626,2.773037552833557,0.0712890625,mamba2,0.1787109375,8,0.255859375,33048,,123,256,tiny1000,1000,variable,8248337c345a7d9d93e3345e332033a7b20c7bdfa26497007c8f087d6889a3a3,33048,9e5934a70fe890a96a8cc29fdd098448955056822a9f59ad7cd19582d73b873d,32
0.0712890625,True,3,34.766657529980876,2.7734218314290047,0.0712890625,mamba2,0.1787109375,8,0.255859375,50960,,123,256,tiny1000,1000,variable,8248337c345a7d9d93e3345e332033a7b20c7bdfa26497007c8f087d6889a3a3,48912,9e5934a70fe890a96a8cc29fdd098448955056822a9f59ad7cd19582d73b873d,32
